index,term,installment,emp_title,purpose,title,dti,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,avg_cur_bal,chargeoff_within_12_mths,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_il_high_credit_limit,disbursement_method,is_risky
1033, 36 months,225.87,Senior Graphic Designer,credit_card,Credit card refinancing,21.84,0.0,Individual,0.0,91218.0,0.0,3.0,1.0,2.0,12.0,87329.0,1.0,2.0,2244.0,59.0,2.0,0.0,2.0,8293.0,0.0,136.0,11.0,11.0,0.0,2.0,2.0,8.0,9.0,17.0,8.0,13.0,2.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,122140.0,87940.0,Cash,1
1034, 60 months,300.24,Office Manager,debt_consolidation,Debt consolidation,21.16,0.0,Individual,0.0,198778.0,2.0,2.0,1.0,2.0,10.0,42864.0,2.0,2.0,9185.0,78.0,0.0,0.0,3.0,28396.0,0.0,156.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,8.0,4.0,12.0,3.0,7.0,,0.0,0.0,4.0,100.0,1.0,0.0,211538.0,49500.0,Cash,0
1035, 60 months,585.7,Conductor ,credit_card,Credit card refinancing,35.79,0.0,Individual,0.0,158687.0,0.0,3.0,0.0,0.0,31.0,46342.0,0.0,2.0,12670.0,62.0,3.0,3.0,1.0,13224.0,0.0,138.0,22.0,22.0,0.0,4.0,5.0,6.0,13.0,7.0,8.0,23.0,5.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,218839.0,81529.0,Cash,0
1036, 36 months,321.74,COMPUTER SYSTEMS ANALYST,major_purchase,Major purchase,10.94,0.0,Individual,0.0,27195.0,2.0,1.0,0.0,0.0,34.0,16827.0,2.0,6.0,6424.0,46.0,0.0,1.0,0.0,3885.0,0.0,131.0,3.0,3.0,0.0,4.0,4.0,5.0,16.0,4.0,6.0,18.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,59368.0,32868.0,Cash,1
1037, 36 months,191.28,Sales,credit_card,Credit card refinancing,20.62,0.0,Individual,0.0,37623.0,1.0,1.0,1.0,1.0,2.0,35577.0,0.0,0.0,1357.0,57.0,0.0,2.0,3.0,9406.0,0.0,80.0,41.0,2.0,0.0,3.0,3.0,3.0,3.0,9.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,39520.0,35920.0,Cash,1
1038, 60 months,396.5,Manager,debt_consolidation,Debt consolidation,21.19,0.0,Individual,0.0,210294.0,0.0,3.0,1.0,2.0,10.0,29397.0,1.0,6.0,1027.0,60.0,0.0,4.0,5.0,16176.0,0.0,180.0,12.0,10.0,0.0,1.0,7.0,1.0,3.0,13.0,9.0,19.0,8.0,13.0,0.0,0.0,0.0,2.0,96.7,1.0,0.0,237762.0,43760.0,Cash,0
1039, 36 months,171.72,Manager,major_purchase,Major purchase,20.5,0.0,Individual,0.0,15129.0,0.0,1.0,0.0,1.0,22.0,4265.0,2.0,3.0,2612.0,65.0,0.0,0.0,1.0,1513.0,0.0,179.0,7.0,7.0,0.0,5.0,6.0,5.0,7.0,3.0,9.0,13.0,6.0,10.0,0.0,0.0,0.0,2.0,93.7,1.0,0.0,23325.0,8025.0,Cash,0
1040, 60 months,341.33,Equipment Tech,other,Other,25.07,0.0,Individual,170.0,12105.0,3.0,3.0,1.0,3.0,1.0,5526.0,2.0,7.0,1762.0,24.0,1.0,12.0,3.0,865.0,0.0,270.0,3.0,1.0,0.0,3.0,6.0,3.0,4.0,12.0,11.0,17.0,6.0,14.0,0.0,0.0,0.0,3.0,96.4,2.0,1.0,50863.0,35263.0,Cash,0
1041, 36 months,166.05,Project Manager,credit_card,Credit card refinancing,18.65,0.0,Individual,0.0,197530.0,2.0,3.0,2.0,2.0,3.0,25418.0,1.0,1.0,9175.0,43.0,0.0,1.0,0.0,24691.0,0.0,263.0,7.0,3.0,0.0,3.0,3.0,4.0,5.0,5.0,5.0,11.0,3.0,9.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,251208.0,52308.0,Cash,0
1042, 60 months,592.17,Director Of Operations,credit_card,Credit card refinancing,19.34,0.0,Individual,0.0,342925.0,1.0,3.0,1.0,2.0,6.0,68009.0,0.0,2.0,8153.0,60.0,1.0,5.0,3.0,26379.0,0.0,163.0,13.0,6.0,0.0,4.0,8.0,4.0,6.0,9.0,9.0,14.0,8.0,13.0,0.0,0.0,0.0,1.0,96.2,0.0,0.0,373461.0,82221.0,Cash,1
1043, 36 months,318.82,crew member,debt_consolidation,Debt consolidation,7.19,0.0,Individual,0.0,24266.0,1.0,5.0,0.0,2.0,15.0,12573.0,1.0,1.0,6045.0,84.0,0.0,0.0,1.0,2206.0,0.0,138.0,5.0,5.0,0.0,5.0,5.0,6.0,9.0,6.0,8.0,13.0,5.0,13.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,28773.0,12573.0,Cash,0
1044, 36 months,429.03,Sales person,credit_card,Credit card refinancing,14.27,0.0,Individual,0.0,40315.0,0.0,1.0,0.0,1.0,19.0,8149.0,0.0,1.0,6789.0,32.0,0.0,2.0,0.0,8063.0,0.0,254.0,15.0,15.0,0.0,2.0,2.0,5.0,9.0,5.0,5.0,15.0,2.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,155146.0,11046.0,Cash,1
1045, 36 months,1025.19,Manager,debt_consolidation,Debt consolidation,18.97,0.0,Individual,0.0,220193.0,2.0,3.0,0.0,1.0,19.0,70179.0,6.0,7.0,8962.0,61.0,0.0,0.0,4.0,14679.0,0.0,175.0,1.0,1.0,0.0,6.0,11.0,8.0,8.0,7.0,11.0,17.0,9.0,15.0,,0.0,0.0,6.0,96.0,0.0,0.0,249280.0,68402.0,Cash,0
1046, 36 months,682.49,AV Technician,credit_card,Credit card refinancing,39.23,0.0,Individual,0.0,58948.0,1.0,1.0,1.0,1.0,7.0,22981.0,1.0,3.0,9348.0,93.0,0.0,0.0,1.0,8421.0,0.0,336.0,4.0,4.0,0.0,4.0,5.0,6.0,6.0,9.0,8.0,8.0,5.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,63535.0,25535.0,Cash,0
1047, 36 months,168.19,Caregiver,other,Other,30.94,0.0,Individual,0.0,28049.0,0.0,1.0,1.0,1.0,10.0,22231.0,0.0,1.0,1711.0,71.0,1.0,0.0,2.0,3117.0,0.0,74.0,17.0,10.0,1.0,4.0,6.0,5.0,6.0,1.0,8.0,11.0,6.0,9.0,0.0,0.0,0.0,1.0,91.7,0.0,0.0,39637.0,23937.0,Cash,0
1048, 36 months,1186.72,Manager,home_improvement,Home improvement,16.93,0.0,Individual,0.0,62777.0,2.0,3.0,3.0,10.0,4.0,61507.0,1.0,6.0,83.0,28.0,6.0,2.0,12.0,3488.0,0.0,132.0,12.0,4.0,0.0,1.0,2.0,7.0,9.0,17.0,25.0,31.0,2.0,28.0,0.0,0.0,0.0,4.0,100.0,1.0,0.0,116535.0,76835.0,Cash,0
1049, 36 months,163.18,Wholesale Account Manager,debt_consolidation,Debt consolidation,22.09,0.0,Individual,148.0,19388.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0,2.0,14315.0,63.0,0.0,1.0,1.0,1939.0,0.0,277.0,15.0,5.0,0.0,2.0,5.0,4.0,7.0,1.0,9.0,15.0,5.0,11.0,0.0,0.0,0.0,1.0,90.5,0.0,0.0,30617.0,0.0,Cash,1
1050, 36 months,938.85,Vice President,debt_consolidation,Debt consolidation,19.87,0.0,Individual,0.0,140619.0,1.0,4.0,2.0,2.0,4.0,34427.0,0.0,0.0,19787.0,88.0,1.0,4.0,2.0,17577.0,0.0,265.0,51.0,4.0,0.0,1.0,2.0,2.0,3.0,10.0,3.0,6.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,223015.0,85335.0,Cash,1
1051, 60 months,722.9,Senior Substation Operator,debt_consolidation,Debt consolidation,6.8,0.0,Individual,0.0,329851.0,0.0,1.0,1.0,2.0,7.0,10888.0,0.0,0.0,6311.0,78.0,0.0,7.0,0.0,65970.0,0.0,149.0,98.0,7.0,2.0,3.0,3.0,3.0,9.0,10.0,3.0,10.0,3.0,5.0,0.0,0.0,0.0,1.0,90.9,0.0,0.0,343769.0,11769.0,Cash,0
1052, 36 months,489.52,Distribution Mechanic A,debt_consolidation,Debt consolidation,15.48,0.0,Individual,0.0,24496.0,0.0,1.0,0.0,0.0,27.0,12372.0,0.0,2.0,6037.0,93.0,0.0,0.0,0.0,6124.0,0.0,67.0,15.0,15.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,53209.0,40209.0,Cash,1
1053, 60 months,485.61,Vice President,debt_consolidation,Debt consolidation,19.88,0.0,Individual,0.0,430490.0,1.0,5.0,1.0,1.0,12.0,84865.0,2.0,4.0,15752.0,66.0,1.0,0.0,1.0,33115.0,0.0,342.0,2.0,2.0,0.0,5.0,6.0,6.0,11.0,6.0,7.0,12.0,6.0,13.0,0.0,0.0,0.0,3.0,95.0,0.0,0.0,497217.0,111667.0,Cash,1
1054, 36 months,735.47,Physical therapist,credit_card,Credit card refinancing,10.06,0.0,Individual,0.0,50388.0,0.0,1.0,0.0,1.0,20.0,17590.0,0.0,3.0,19838.0,40.0,0.0,0.0,0.0,4581.0,0.0,238.0,15.0,15.0,0.0,5.0,5.0,9.0,12.0,6.0,10.0,15.0,5.0,11.0,0.0,0.0,0.0,0.0,95.5,0.0,0.0,118640.0,35840.0,Cash,1
1055, 36 months,205.22,FE,credit_card,Credit card refinancing,34.16,0.0,Individual,0.0,188228.0,0.0,3.0,0.0,0.0,40.0,40200.0,0.0,0.0,7581.0,89.0,2.0,0.0,1.0,15686.0,0.0,124.0,64.0,40.0,1.0,4.0,7.0,4.0,7.0,4.0,8.0,13.0,7.0,12.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,204968.0,38957.0,Cash,1
1056, 60 months,369.31,Supervisor,credit_card,Credit card refinancing,21.76,0.0,Individual,0.0,334201.0,1.0,4.0,1.0,2.0,10.0,38037.0,1.0,4.0,4193.0,49.0,0.0,4.0,1.0,23872.0,0.0,329.0,1.0,1.0,1.0,3.0,6.0,3.0,8.0,14.0,8.0,18.0,6.0,14.0,0.0,0.0,0.0,2.0,83.3,0.0,0.0,419807.0,72007.0,Cash,1
1057, 36 months,302.85,Salesman,debt_consolidation,Debt consolidation,9.63,0.0,Individual,3000.0,74795.0,1.0,11.0,1.0,3.0,7.0,70676.0,2.0,2.0,1935.0,94.0,5.0,1.0,3.0,4675.0,0.0,43.0,4.0,4.0,0.0,5.0,5.0,5.0,5.0,32.0,5.0,5.0,5.0,16.0,0.0,0.0,0.0,3.0,84.2,0.0,0.0,79506.0,63406.0,Cash,1
1058, 36 months,254.56,Site Supervisor,medical,Medical expenses,12.02,0.0,Individual,174.0,212764.0,0.0,3.0,0.0,1.0,21.0,208103.0,0.0,1.0,4661.0,94.0,1.0,0.0,0.0,42553.0,0.0,126.0,23.0,21.0,5.0,1.0,1.0,2.0,5.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,82.4,0.0,0.0,214090.0,204090.0,Cash,0
1059, 36 months,447.87,Prod Compliance Lead,credit_card,Credit card refinancing,28.8,0.0,Individual,0.0,248842.0,0.0,3.0,1.0,2.0,11.0,51707.0,2.0,4.0,6831.0,47.0,0.0,0.0,2.0,12442.0,0.0,128.0,7.0,7.0,0.0,6.0,13.0,6.0,10.0,10.0,18.0,29.0,13.0,21.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,321041.0,76667.0,Cash,1
1060, 60 months,794.21,Nursing Director,debt_consolidation,Debt consolidation,17.64,0.0,Individual,0.0,365775.0,0.0,5.0,0.0,1.0,18.0,138196.0,0.0,1.0,13304.0,72.0,1.0,14.0,2.0,22861.0,0.0,150.0,18.0,18.0,0.0,4.0,5.0,4.0,7.0,43.0,9.0,20.0,6.0,16.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,444618.0,170097.0,Cash,0
1061, 60 months,917.19,Technician,major_purchase,Major purchase,31.27,0.0,Individual,0.0,60411.0,3.0,3.0,3.0,4.0,2.0,50110.0,1.0,2.0,4977.0,75.0,2.0,2.0,4.0,7551.0,0.0,62.0,6.0,2.0,0.0,2.0,4.0,2.0,2.0,17.0,5.0,6.0,4.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,80539.0,52139.0,Cash,0
1062, 36 months,562.6,Sr. production Editor,debt_consolidation,Debt consolidation,19.83,0.0,Individual,0.0,35884.0,2.0,2.0,1.0,1.0,4.0,21934.0,1.0,3.0,2400.0,69.0,0.0,0.0,1.0,2760.0,0.0,252.0,1.0,1.0,0.0,5.0,9.0,5.0,5.0,4.0,12.0,16.0,9.0,14.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,52234.0,32434.0,Cash,0
1063, 36 months,438.17,,debt_consolidation,Debt consolidation,38.16,0.0,Individual,0.0,34432.0,1.0,1.0,1.0,1.0,5.0,15751.0,2.0,2.0,3249.0,82.0,2.0,1.0,3.0,2152.0,0.0,318.0,10.0,5.0,0.0,8.0,11.0,12.0,12.0,3.0,15.0,17.0,11.0,16.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,42100.0,16500.0,Cash,0
1064, 36 months,361.38,Technology Relationship Mgr,debt_consolidation,Debt consolidation,21.61,0.0,Individual,0.0,316243.0,1.0,4.0,0.0,0.0,26.0,28783.0,1.0,3.0,2018.0,16.0,0.0,8.0,0.0,17569.0,0.0,217.0,5.0,5.0,0.0,5.0,8.0,8.0,10.0,11.0,15.0,24.0,8.0,22.0,0.0,0.0,0.0,1.0,97.6,0.0,0.0,434425.0,82225.0,Cash,1
1065, 36 months,593.4,Teacher,medical,Medical expenses,31.23,0.0,Individual,0.0,111760.0,2.0,4.0,2.0,4.0,5.0,101707.0,4.0,12.0,5077.0,46.0,1.0,2.0,5.0,4657.0,0.0,152.0,5.0,5.0,0.0,4.0,5.0,11.0,21.0,16.0,21.0,32.0,5.0,25.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,181034.0,127834.0,Cash,0
1066, 36 months,499.84,Supervisor,credit_card,Credit card refinancing,15.97,0.0,Individual,0.0,14555.0,0.0,1.0,1.0,1.0,8.0,9971.0,0.0,2.0,3295.0,70.0,0.0,0.0,1.0,2426.0,0.0,78.0,16.0,8.0,0.0,1.0,3.0,1.0,5.0,1.0,5.0,12.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,20800.0,12000.0,Cash,0
1067, 36 months,659.33,Registered Nurse,debt_consolidation,Debt consolidation,13.83,0.0,Individual,0.0,282732.0,3.0,1.0,1.0,1.0,3.0,27048.0,2.0,3.0,9593.0,59.0,1.0,0.0,4.0,14881.0,0.0,467.0,3.0,3.0,1.0,5.0,9.0,6.0,9.0,3.0,18.0,30.0,9.0,21.0,0.0,0.0,0.0,3.0,97.3,0.0,0.0,338998.0,29198.0,Cash,1
1068, 60 months,275.75,Process engineering,debt_consolidation,Debt consolidation,15.75,0.0,Individual,0.0,126986.0,0.0,1.0,0.0,1.0,15.0,20420.0,1.0,1.0,6748.0,60.0,0.0,4.0,2.0,21164.0,0.0,108.0,9.0,9.0,0.0,3.0,3.0,4.0,5.0,5.0,4.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,93.3,0.0,0.0,162486.0,25931.0,Cash,0
1069, 60 months,424.35,professor,debt_consolidation,Debt consolidation,14.82,0.0,Individual,0.0,125995.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,23949.0,98.0,0.0,0.0,0.0,31499.0,0.0,203.0,16.0,14.0,0.0,2.0,3.0,2.0,5.0,0.0,3.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,132500.0,0.0,Cash,0
1070, 36 months,263.74,territory representative ,credit_card,,12.67,0.0,Individual,0.0,78645.0,4.0,11.0,4.0,6.0,2.0,72528.0,2.0,4.0,1502.0,84.0,2.0,6.0,6.0,3745.0,0.0,130.0,1.0,1.0,2.0,7.0,8.0,7.0,10.0,15.0,10.0,16.0,8.0,21.0,0.0,0.0,0.0,6.0,90.6,0.0,0.0,93995.0,73595.0,Cash,1
1071, 36 months,199.66,Employe Relations Specialist,debt_consolidation,Debt consolidation,17.58,0.0,Individual,0.0,72532.0,0.0,9.0,1.0,2.0,7.0,70356.0,2.0,8.0,1880.0,93.0,2.0,5.0,10.0,6044.0,0.0,129.0,7.0,7.0,1.0,1.0,2.0,2.0,9.0,18.0,4.0,22.0,2.0,13.0,0.0,0.0,0.0,3.0,97.4,0.0,0.0,77845.0,71745.0,Cash,0
1072, 36 months,122.07,SECRETARY,other,Other,13.03,0.0,Individual,808.0,102121.0,6.0,3.0,4.0,4.0,6.0,32303.0,4.0,8.0,0.0,57.0,2.0,5.0,12.0,6383.0,0.0,133.0,1.0,1.0,3.0,0.0,4.0,2.0,3.0,11.0,13.0,19.0,4.0,17.0,0.0,0.0,0.0,9.0,87.1,0.0,0.0,127973.0,35823.0,Cash,0
1073, 36 months,294.19,Surveillance Investigator,debt_consolidation,Debt consolidation,8.76,0.0,Individual,237.0,7249.0,1.0,1.0,1.0,1.0,11.0,6124.0,2.0,3.0,1088.0,34.0,1.0,0.0,1.0,906.0,0.0,139.0,6.0,6.0,1.0,3.0,3.0,7.0,10.0,5.0,7.0,11.0,3.0,8.0,0.0,0.0,0.0,3.0,75.0,0.0,0.0,21300.0,7500.0,Cash,1
1074, 60 months,344.19,Team member,home_improvement,Home improvement,11.33,0.0,Individual,0.0,140183.0,2.0,1.0,0.0,1.0,14.0,26590.0,3.0,3.0,1122.0,25.0,0.0,0.0,2.0,20026.0,0.0,108.0,1.0,1.0,0.0,1.0,4.0,6.0,7.0,4.0,4.0,15.0,1.0,7.0,,0.0,0.0,3.0,67.0,0.0,0.0,152472.0,30544.0,Cash,0
1075, 36 months,47.82,Manager,major_purchase,Major purchase,22.4,0.0,Individual,107.0,206017.0,0.0,6.0,0.0,2.0,18.0,76999.0,0.0,0.0,10837.0,55.0,0.0,0.0,0.0,17168.0,0.0,128.0,25.0,18.0,0.0,2.0,4.0,3.0,3.0,10.0,5.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,241202.0,104302.0,Cash,1
1076, 60 months,591.19,Supervisor,home_improvement,Home improvement,16.89,0.0,Individual,0.0,297355.0,0.0,3.0,2.0,3.0,7.0,46239.0,0.0,4.0,3550.0,79.0,3.0,0.0,2.0,33039.0,0.0,113.0,15.0,7.0,3.0,4.0,4.0,5.0,13.0,9.0,5.0,15.0,4.0,9.0,0.0,0.0,1.0,4.0,82.8,0.0,0.0,314731.0,57253.0,Cash,0
1077, 36 months,631.26,autobody technican,credit_card,,19.26,0.0,Individual,0.0,217694.0,3.0,2.0,1.0,3.0,5.0,35448.0,2.0,4.0,6182.0,63.0,1.0,8.0,5.0,18141.0,0.0,149.0,5.0,5.0,0.0,6.0,8.0,7.0,8.0,16.0,9.0,11.0,8.0,12.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,251590.0,39793.0,Cash,1
1078, 60 months,677.64,Property Manager,credit_card,Credit card refinancing,14.17,0.0,Individual,536.0,31025.0,4.0,1.0,1.0,2.0,5.0,10394.0,4.0,11.0,17133.0,54.0,1.0,2.0,8.0,2387.0,0.0,33.0,2.0,2.0,0.0,4.0,4.0,11.0,11.0,4.0,12.0,13.0,4.0,13.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,57570.0,12070.0,Cash,0
1079, 36 months,1273.96,Principal Sales Consultant,debt_consolidation,Debt consolidation,16.04,0.0,Individual,61.0,102803.0,3.0,2.0,1.0,3.0,4.0,60387.0,4.0,5.0,11900.0,55.0,0.0,1.0,2.0,7908.0,0.0,157.0,3.0,3.0,1.0,5.0,10.0,6.0,13.0,10.0,11.0,27.0,10.0,14.0,0.0,0.0,0.0,5.0,90.7,0.0,0.0,153387.0,66236.0,Cash,0
1080, 36 months,929.87,,debt_consolidation,Debt consolidation,11.36,0.0,Individual,0.0,53333.0,1.0,2.0,1.0,2.0,2.0,9519.0,0.0,0.0,1806.0,75.0,2.0,5.0,1.0,3810.0,0.0,207.0,26.0,2.0,0.0,5.0,9.0,6.0,7.0,12.0,11.0,19.0,9.0,14.0,0.0,0.0,1.0,1.0,88.9,0.0,0.0,59605.0,11036.0,Cash,0
1081, 36 months,788.0,Teacher,debt_consolidation,Debt consolidation,30.26,0.0,Individual,0.0,56052.0,3.0,4.0,1.0,2.0,4.0,47433.0,4.0,11.0,3442.0,75.0,0.0,2.0,5.0,3297.0,0.0,253.0,1.0,1.0,0.0,2.0,7.0,6.0,7.0,12.0,14.0,21.0,7.0,18.0,0.0,0.0,0.0,5.0,97.0,1.0,0.0,74758.0,56958.0,Cash,0
1082, 36 months,336.37,Technical Solutions Architect,debt_consolidation,Debt consolidation,11.44,0.0,Individual,0.0,56020.0,0.0,1.0,1.0,1.0,12.0,25409.0,4.0,4.0,5907.0,37.0,2.0,4.0,5.0,4309.0,0.0,55.0,12.0,12.0,0.0,5.0,9.0,5.0,10.0,4.0,12.0,19.0,9.0,13.0,0.0,0.0,0.0,5.0,100.0,1.0,0.0,118473.0,35573.0,Cash,0
1083, 36 months,325.47,Training Coordinator,debt_consolidation,Debt consolidation,21.46,0.0,Individual,0.0,19133.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6494.0,75.0,0.0,6.0,0.0,3827.0,0.0,497.0,25.0,25.0,0.0,3.0,4.0,4.0,6.0,6.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25500.0,0.0,Cash,1
1084, 36 months,99.26,EVS Attendant ,other,Other,30.92,0.0,Individual,74.0,10591.0,0.0,1.0,0.0,1.0,17.0,4964.0,0.0,0.0,2431.0,55.0,0.0,0.0,0.0,1513.0,0.0,166.0,38.0,17.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,19329.0,12929.0,Cash,0
1085, 60 months,544.61,Fire Support Sergeant,debt_consolidation,Debt consolidation,22.69,0.0,Individual,0.0,220602.0,0.0,2.0,1.0,3.0,7.0,52426.0,0.0,2.0,4525.0,86.0,1.0,8.0,1.0,27575.0,0.0,128.0,13.0,7.0,0.0,3.0,5.0,3.0,6.0,11.0,5.0,12.0,5.0,8.0,0.0,0.0,0.0,1.0,91.7,0.0,0.0,236816.0,62523.0,Cash,0
1086, 60 months,633.18,STORE MANAGER,debt_consolidation,Debt consolidation,34.3,0.0,Individual,0.0,115747.0,2.0,15.0,1.0,4.0,3.0,96735.0,1.0,1.0,4905.0,75.0,1.0,2.0,0.0,5512.0,0.0,113.0,1.0,1.0,0.0,3.0,5.0,3.0,5.0,17.0,6.0,9.0,5.0,21.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,153516.0,122016.0,Cash,0
1087, 60 months,677.49,Manager,credit_card,Credit card refinancing,8.59,0.0,Individual,0.0,313058.0,0.0,1.0,0.0,0.0,137.0,7165.0,0.0,1.0,12626.0,79.0,0.0,0.0,0.0,44723.0,0.0,148.0,17.0,17.0,0.0,3.0,5.0,3.0,3.0,1.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,351874.0,15180.0,Cash,0
1088, 60 months,401.78,counselor ,debt_consolidation,Debt consolidation,39.23,0.0,Individual,0.0,45063.0,0.0,3.0,1.0,2.0,9.0,29107.0,1.0,2.0,7770.0,59.0,0.0,2.0,2.0,5007.0,0.0,252.0,8.0,8.0,0.0,3.0,5.0,3.0,8.0,5.0,6.0,12.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,76998.0,51298.0,Cash,0
1089, 36 months,156.48,Senior Vice President,home_improvement,Home improvement,8.69,0.0,Individual,713.0,280120.0,2.0,5.0,4.0,6.0,4.0,98630.0,0.0,4.0,4716.0,59.0,1.0,0.0,3.0,15562.0,0.0,140.0,14.0,4.0,0.0,4.0,5.0,6.0,11.0,36.0,11.0,27.0,5.0,20.0,0.0,0.0,0.0,4.0,98.5,0.0,1.0,365762.0,102872.0,Cash,1
1090, 60 months,583.55,Technical Engineer,debt_consolidation,Debt consolidation,28.1,0.0,Individual,0.0,314873.0,0.0,10.0,0.0,0.0,33.0,80937.0,0.0,2.0,10646.0,78.0,0.0,1.0,0.0,17493.0,0.0,240.0,16.0,16.0,0.0,3.0,4.0,4.0,7.0,23.0,6.0,10.0,4.0,18.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,340306.0,83486.0,Cash,1
1091, 36 months,315.63,Inside sales,debt_consolidation,Debt consolidation,21.75,0.0,Individual,0.0,42153.0,1.0,2.0,0.0,1.0,14.0,26860.0,2.0,4.0,7790.0,74.0,1.0,1.0,0.0,4684.0,0.0,260.0,6.0,6.0,0.0,2.0,5.0,3.0,9.0,7.0,7.0,19.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,57082.0,29782.0,Cash,1
1092, 60 months,904.49,sales manager,home_improvement,Home improvement,14.92,0.0,Individual,0.0,254859.0,3.0,2.0,2.0,5.0,3.0,31887.0,1.0,2.0,7422.0,91.0,1.0,0.0,3.0,36408.0,0.0,300.0,12.0,3.0,0.0,2.0,3.0,3.0,9.0,11.0,4.0,11.0,3.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,290284.0,34500.0,Cash,0
1093, 36 months,321.74,Quality Control,other,,12.28,0.0,Individual,0.0,17399.0,0.0,2.0,0.0,0.0,44.0,8037.0,0.0,2.0,3174.0,39.0,0.0,0.0,0.0,2486.0,0.0,63.0,19.0,19.0,1.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,45168.0,34668.0,Cash,1
1094, 36 months,631.51,Office manager,debt_consolidation,Debt consolidation,7.78,0.0,Individual,0.0,126799.0,1.0,1.0,1.0,4.0,4.0,1293.0,0.0,0.0,4335.0,90.0,0.0,0.0,0.0,25360.0,0.0,277.0,33.0,4.0,0.0,2.0,2.0,2.0,3.0,17.0,3.0,8.0,2.0,5.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,135877.0,1330.0,Cash,0
1095, 36 months,186.61,Technology Instructor,debt_consolidation,Debt consolidation,18.8,0.0,Individual,0.0,554143.0,1.0,4.0,1.0,2.0,11.0,23266.0,1.0,1.0,9453.0,57.0,0.0,7.0,1.0,39582.0,0.0,325.0,2.0,2.0,0.0,3.0,6.0,3.0,9.0,8.0,8.0,17.0,7.0,14.0,0.0,0.0,0.0,2.0,93.7,0.0,0.0,613223.0,51642.0,Cash,1
